disease_id,disease_name
C0157733,Abnormality of the hair
C0399373,"Amelogenesis imperfecta, hypomaturation hypoplasia type with taurodontism"
C1860855,Obliteration of the calvarial diploe
C1863012,"Amelogenesis Imperfecta, Type IV"
C4020815,Agenesis of incisor
C4025872,Abnormality of the mastoid
C4280782,Periapical tooth abscess
C4748197,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 3"
C1853153,JOUBERT SYNDROME 6
C2673874,BARDET-BIEDL SYNDROME 14 (disorder)
C3150796,NEPHRONOPHTHISIS 11
C4017203,"BARDET-BIEDL SYNDROME 14, MODIFIER OF"
C4310766,"MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION"
C1333067,Clear Cell Hepatocellular Carcinoma
C1336733,Thalamic Neoplasm
C3544265,Intrahepatic cholangiocarcinoma recurrent
C3553958,METAPHYSEAL ENCHONDROMATOSIS WITH D-2-HYDROXYGLUTARIC ACIDURIA
C4016231,"GLIOBLASTOMA MULTIFORME, SOMATIC"
C1835819,PITUITARY ANOMALIES WITH HOLOPROSENCEPHALY-LIKE FEATURES (disorder)
C2910315,"Split foot, bilateral"
C1334768,Minor Salivary Gland Adenocarcinoma
C1335907,Polymorphous low grade adenocarcinoma of salivary gland
C4479250,CONGENITAL HEART DEFECTS AND ECTODERMAL DYSPLASIA
C3809893,"EPISODIC PAIN SYNDROME, FAMILIAL, 2"
C1318660,Anti-cyclic citrullinated peptide antibody level
C2210597,Anti-cyclic citrullinated peptide antibody
C2676468,"SARCOIDOSIS, SUSCEPTIBILITY TO, 2"
C0002883,"Anemia, Hemolytic, Idiopathic Acquired"
C0175816,Cold Hemagglutinin Disease
C0543663,Idiopathic Autoimmune Hemolytic Anemia
C4017341,"JK-NULL VARIANT, FINNISH TYPE"
C1832585,"CEREBELLAR ATAXIA, CAYMAN TYPE"
C4023465,EEG with occipital slowing
C4024944,Profound static encephalopathy
C4706556,"Hypotonia, speech impairment, severe cognitive delay syndrome"
C4310797,"BLEEDING DISORDER, PLATELET-TYPE, 20"
C1863926,"GLAUCOMA 1, OPEN ANGLE, F (disorder)"
C0007862,Cervico-Brachial Neuralgia
C0085920,Brachial Neuralgia
C0221759,Brachial Plexus Neuritis
C1510479,Neuralgic Amyotrophy
C0856322,Alcoholic brain damage
C4310751,"SHORT STATURE, DEVELOPMENTAL DELAY, AND CONGENITAL HEART DEFECTS"
C2987197,"Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type"
C3550273,PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER)
C4225237,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5"
C3542550,"CILIARY DYSKINESIA, PRIMARY, 17"
C4693672,SPINOCEREBELLAR ATAXIA 47
C0340566,Critical lower limb ischemia
C0520725,Stenosis of retinal artery
C0391816,Tietz syndrome
C1332614,Angiosarcoma of the breast
C4310625,"COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS"
C4750999,Ocular albinism with congenital sensorineural deafness
C0022134,Islet Cell Adenoma
C1275417,Non-involuting congenital hemangioma
C3813158,Experimental Organism Islet Cell Adenoma Neoplasm
C4225307,"GROWTH RESTRICTION, SEVERE, WITH DISTINCTIVE FACIES"
C4551836,Perilobar nephroblastomatosis
C0280470,basaloid carcinoma of the anus
C0862882,Multiple trichoepitheliomas
C1851526,Ancell-Spiegler cylindromas
C0220692,"Maxillonasal dysplasia, Binder type"
C0220723,"CHOANAL ATRESIA, POSTERIOR"
C0265404,4q partial monosomy syndrome
C0266384,Congenital absence of uterus
C0266692,Craniopagus
C0795829,"Chromosome 8, trisomy 8q"
C3552136,HYPOGONADOTROPHIC HYPOGONADISM 5 WITHOUT ANOSMIA
C3552553,HYPOGONADOTROPIC HYPOGONADISM 5 WITH OR WITHOUT ANOSMIA
C4023824,Bifid femur
C4693583,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 7
C4023439,Absent tragus
C4748083,INFLAMMATORY BOWEL DISEASE 29
C3553656,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VB"
C3554517,COWDEN SYNDROME 4
C4073228,Abnormality of buccal mucosa
C3806634,"DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION"
C0796089,"LISSENCEPHALY SYNDROME, NORMAN-ROBERTS TYPE"
C4225327,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 7"
C1839252,Hump-shaped mound of bone in central and posterior portions of vertebral endplate
C1260438,Delayed separation of umbilical cord
C4022852,Absent neutrophil specific granules
C4304840,Progressive cavitating leukoencephalopathy
C4748754,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5"
C1970160,"Epilepsy, Childhood Absence, Susceptibility To, 4"
C3810400,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19"
C4013473,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13"
C4310640,NEPHRONOPHTHISIS 20
C3809427,SPERMATOGENIC FAILURE 12
C4022703,Abnormal male germ cell morphology
C0432149,Lumbar hemivertebra
C1333286,Diencephalic Neoplasm
C1845146,"Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate"
C1852406,Cutis Gyrata Syndrome of Beare And Stevenson
C1863363,Cartilaginous trachea
C2931888,Pfeiffer type acrocephalosyndactyly
C3839061,"Phosphaturic mesenchymal tumor, malignant"
C3843745,Squamous cell (epidermoid) carcinoma
C4016104,HYPOGONADOTROPIC HYPOGONADISM 2 WITH ANOSMIA
C4024730,Calcaneonavicular fusion
C3279614,"BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO"
C3501679,Bleeding Disorder due to Defective Thromboxane A2 Receptor
C4023141,Impaired thromboxane A2 agonist-induced platelet aggregation
C3809013,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2"
C1842939,"Deafness, Autosomal Dominant 48"
C4310621,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 12"
C3889475,BARDET-BIEDL SYNDROME 19
C1858626,Bicarbonate-wasting renal tubular acidosis
C1858628,Increased red cell osmotic resistance
C1970309,"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation"
C4237474,Unspecified neurodevelopmental disorder
C4748070,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 66"
C4540424,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 61"
C1610071,Uhthoff's phenomenon
C1866933,Structural brain abnormalities
C4022727,Stellate iris
C1837893,SCHIZOPHRENIA 12
C4704679,Opium Use
C0342609,Hereditary oculoleptomeningeal amyloid angiopathy
C0740905,allergy chronic
C1848959,Mild eczema
C4024982,Anal canal squamous carcinoma
C4722305,"HYPER-IgE RECURRENT INFECTION SYNDROME 2, AUTOSOMAL RECESSIVE"
C4310631,"EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS"
C1333432,EBV-Related Malignant Neoplasm
C0024748,alpha-Mannosidosis
C1257960,Mannosidase Deficiency Diseases
C4024919,Spinocerebellar tract disease in lower limbs
C3554478,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8"
C0020039,Hostility
C0021712,"Myoclonus, Intention"
C0026210,Mirror Writing
C0030214,"Myoclonus, Palatal"
C0239846,Hand-wringing
C0425492,Irregular breathing
C0585540,"Myoclonus, Oculopalatal"
C0751348,Myoclonus Simplex
C0751350,"Myoclonus, Lower Extremity"
C0751351,"Myoclonus, Segmental"
C0751352,"Myoclonus, Nocturnal"
C0751353,"Myoclonus, Upper Extremity"
C0751355,Polymyoclonus
C1510417,Gait Apraxia
C1839332,"Rett Syndrome, Preserved Speech Variant"
C1844946,Episodic hypoventilation
C1845336,"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 3 (finding)"
C1968550,"Mental Retardation, X-Linked, Syndromic 13"
C1968551,"Mental Retardation, X-Linked 79"
C1968556,"ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS"
C2677682,"Rett Syndrome, Zappella Variant"
C2749007,Chromosome Xq28 Duplication Syndrome
C2931847,Type I familial incomplete male pseudohermaphroditism
C3713418,Ppm-X Syndrome
C3714043,Trisomy Xq28
C4022860,Maternal anticardiolipin antibody positive
C4023486,Focal EEG discharges with secondary generalization
C4025796,Abnormality of the fingertips
C0162700,Tick-Borne Diseases
C0751679,"Ganglioglioma, Intracranial"
C1866246,Sparse anterior scalp hair
C4304526,5q35 microduplication syndrome
C4551477,SOTOS SYNDROME 1
C0268608,Deficiency of dihydrofolate reductase
C0276527,Pneumonia associated with AIDS
C0276908,Infection by Pneumocystis jirovecii (disorder)
C3151205,Megaloblastic Anemia due to Dihydrofolate Reductase Deficiency
C0856123,Myotonia aggravated
C1858891,PARAMYOTONIA CONGENITA/HYPERKALEMIC PERIODIC PARALYSIS
C1868433,"Normokalemic Periodic Paralysis, Potassium-Sensitive"
C1868619,Paramyotonia Congenita Without Cold Paralysis
C2750473,"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2"
C3149517,"LARYNGOSPASM, SEVERE NEONATAL EPISODIC"
C3280112,"MYASTHENIC SYNDROME, CONGENITAL, 16"
C3489447,Hyperkalemic Periodic Paralysis Type 2
C4016868,PARAMYOTONIA CONGENITA/MYOTONIA CONGENITA
C4016869,"MYOTONIA CONGENITA, ATYPICAL, ACETAZOLAMIDE-RESPONSIVE"
C4022682,Cold-sensitive myotonia
C4022684,Myotonia of the lower limb
C4022685,Myotonia of the jaw
C4022686,Myotonia of the face
C4022691,Facial muscle hypertrophy
C4023179,Paradoxical myotonia
C4025281,Neonatal inspiratory stridor
C4531172,Cold paresis
C0429908,Susceptibility to tuberculosis
C3280647,"BACTEREMIA, SUSCEPTIBILITY TO, 2"
C0342464,Salt-losing congenital adrenal hyperplasia
C0015745,Feeding behaviors
C1858672,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 1"
C2748541,Brugada Syndrome 5
C3809311,"ATRIAL FIBRILLATION, FAMILIAL, 13"
C4479236,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52"
C0038159,Staphylococcal Food Poisoning
C0007001,"Carbohydrate Metabolism, Inborn Errors"
C3887972,"GLYCOGEN CONTENT IN SKELETAL MUSCLE, INCREASED"
C0343438,Septicemic melioidosis
C4748387,EXTRAORAL HALITOSIS DUE TO METHANETHIOL OXIDASE DEFICIENCY
C1561993,Valvular sclerosis
C1862391,ASD I
C1862392,"Atrial Septal Defect, Secundum Type"
C1862393,ASD II
C2676465,Pontocerebellar Hypoplasia Type 2C
C3553230,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl"
C3809160,"Hypohidrosis, enamel hypoplasia, palmoplantar keratoderma, intellectual disability syndrome"
C1849386,"Myoglobinuria, Acute Recurrent, Autosomal Recessive"
C1845109,Exaggerated median tongue furrow
C4749915,Developmental and speech delay due to SOX5 deficiency
C4755260,12p12.1 microdeletion syndrome
C0349398,Paranoid delusion
C0432240,Stuve-Wiedemann dysplasia
C0457928,Bent bone dysplasia group
C1832146,Metaphyseal rarefaction
C1857139,Abnormal metaphyseal trabeculation
C3279948,"DEAFNESS, AUTOSOMAL DOMINANT 64"
C0853398,Endocarditis enterococcal
C4751597,Fatal post-viral neurodegenerative disorder
C4693381,AMYOTROPHIC LATERAL SCLEROSIS 23
C0206636,Chondromatosis
C0233643,Incoherent thinking
C0748726,Allergic sinusitis
C1844671,Dermoids of cornea
C4727396,Recurrent Ovarian Serous Adenocarcinoma
C2751686,"Lymphoproliferative Syndrome, Ebv-Associated, Autosomal, 1"
C3552634,LYMPHOPROLIFERATIVE SYNDROME 1
C0002797,Bovine Anaplasmosis
C0006386,Bunion
C0027095,Myosarcoma
C0037018,Shwartzman Phenomenon
C0153053,Measles with complication
C0262509,herpetic neuralgia
C0262981,Interface dermatitis
C0263506,Perifolliculitis capitis abscedens
C0263776,Coxitis
C0275974,Glandular tularemia
C0278716,recurrent Wilms tumor and other childhood kidney tumors
C0311284,Lipoid dermatoarthritis
C0339317,Non-infectious anterior uveitis
C0349780,Ischemic myocardial dysfunction
C0393760,Initial insomnia
C0409635,Rheumatoid arthritis of ankle
C0744822,Liver sarcoidosis
C0747195,pancreatitis biliary
C0853070,Uterine ischaemia
C0854327,Bacillus infection
C0865998,Segmental Ileitis
C0948149,Splenic Infection
C1837593,"Prostate Cancer, Hereditary, 4"
C1868677,PHOTOPAROXYSMAL RESPONSE 1
C1963922,Mechanical phlebitis
C2242585,Interstitial granulomatous dermatitis
C2363731,Oropharyngeal pain
C4016415,"TNF RECEPTOR BINDING, ALTERED"
C4284020,Collapsed Lung
C4303478,Hughes Stovin syndrome
C4748997,"MUCOCUTANEOUS ULCERATION, CHRONIC"
C0263578,Riehl's melanosis
C0455938,Large adenoids
C1850309,Mildly elevated creatine phosphokinase
C4280687,Upper limb muscle hypertrophy
C4310633,"DYSTONIA 28, CHILDHOOD-ONSET"
C0343287,Thoracic discitis
C0409667,Juvenile Chronic Polyarthritis
C0423463,Opticociliary vessels
C0570855,Allergy to chlorpromazine
C0748473,"Arthritis, Sacroiliac"
C3241919,Erythema Multiforme Major
C3697982,Pulmonary arterial hypertension associated with connective tissue disease
C4016207,"HIV-1 VIREMIA, SUSCEPTIBILITY TO"
C1839728,METACARPAL 4-5 FUSION
C0001889,Akinetic Mutism
C0022802,Kuru
C0155379,Nystagmus associated with disorder of the vestibular system
C0333157,Colloid Cysts
C0751645,"Human Transmissible Spongiform Encephalopathies, Inherited"
C0917967,"Pupillary Functions, Abnormal"
C1135993,"Wasting Disease, Chronic"
C1847650,SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES
C1864112,HUNTINGTON DISEASE-LIKE 1
C1969957,"Creutzfeldt-Jakob Disease, Heidenhain Variant"
C2316460,Pseudobulbar affect
C2931022,"Amyloidosis, Cerebral, with Spongiform Encephalopathy"
C2931859,Acquired CJD
C3805618,"CEREBRAL AMYLOID ANGIOPATHY, PRNP-RELATED"
C4022162,Amyloidosis of peripheral nerves
C4073149,Simultanapraxia
C4275003,Familial Creutzfeldt-Jakob
C4303462,Acquired prion disease
C4303482,Familial Alzheimer-like prion disease
C4303527,Variably protease sensitive prionopathy
C4476619,Poor visual behavior for age
C4698644,Atypical scrapie
C4698645,Nor98
C3281084,Congenital disorder of glycosylation type 1r
C4310755,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54"
C0239091,CONJUNCTIVAL ERYTHEMA
C0239454,Erythema of the eyelids
C1167732,Pleuropericarditis
C4023134,Flattened metacarpal heads
C0271149,Secondary angle-closure glaucoma
C0271152,Malignant glaucoma
C1720732,Subretinal fluid (finding)
C2675055,"BEST VITELLIFORM MACULAR DYSTROPHY, MULTIFOCAL (disorder)"
C2678493,BESTROPHINOPATHY
C2750789,"RETINITIS PIGMENTOSA, CONCENTRIC (disorder)"
C4024761,Retinal arteriolar occlusion
C4024819,Abnormality of chorioretinal pigmentation
C0149622,"Neurogenic Urinary Bladder, Atonic"
C0392115,"Neurogenic Urinary Bladder, Uninhibited"
C0750953,Urinary Bladder Neurogenesis
C0750955,"Neurogenic Urinary Bladder, Spastic"
C1827284,Refractory occipital lobe epilepsy
C1843852,SPINOCEREBELLAR ATAXIA WITH EPILEPSY
C1859863,Cerebral cortical neurodegeneration
C4023055,Abnormality of central motor conduction
C4073164,Decreased urinary copper concentration
C4225153,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1"
C0546999,"Larva Migrans, Cutaneous"
C4310702,ALAZAMI-YUAN SYNDROME
C3825592,Thromboembolism in children
C0268457,Aminoacidemia
C0270217,Perinatal jaundice due to inspissated bile syndrome
C2673558,Increased urinary glycerol
C1377916,Benign vascular neoplasm
C4684866,Refractory Ewing Sarcoma
C0340469,Re-entrant atrial tachycardia
C2676235,"CILIARY DYSKINESIA, PRIMARY, 9"
C0240017,Intercostal muscle weakness
C1842898,"Muscular Dystrophy, Congenital, due to Partial LAMA2 Deficiency"
C4020790,Medullary sponge kidney disease
C4021055,Absent muscle fiber merosin
C4748327,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 23"
C3554409,HYPOTRICHOSIS 11
C1824925,"DEAFNESS, AUTOSOMAL RECESSIVE 70"
C3554129,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 13
C4073152,Elevated CSF neopterin level
C1969655,LETHAL CONGENITAL CONTRACTURAL SYNDROME 3
C3554046,LETHAL CONGENITAL CONTRACTURE SYNDROME 4
C1333859,Grade 2 Colon Adenocarcinoma
C4706258,2q33.1 microdeletion syndrome
C4748403,SPERMATOGENIC FAILURE 34
C1335484,Gastric T-Cell Non-Hodgkin Lymphoma
C4014488,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2E"
C1836155,"Myopathy, Myofibrillar, Zasp-Related"
C3152137,LEFT VENTRICULAR NONCOMPACTION 3
C4225414,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 24"
C4721886,"MYOPATHY, MYOFIBRILLAR, 4"
C0343890,Systemic cryptococcosis
C4551901,OTOSCLEROSIS 1
C4539783,SPERMATOGENIC FAILURE 18
C4539798,"CILIARY DYSKINESIA, PRIMARY, 37"
C0523516,Asparagine measurement
C0344712,Divided left atrium
C0344772,Cleft leaflet of mitral valve
C0348872,Disorders of both mitral and tricuspid valves
C1969056,LEOPARD SYNDROME 2
C1969057,Noonan Syndrome 5
C3854501,Neonatal testicular torsion
C4014656,"CARDIOMYOPATHY, DILATED, 1NN"
C4020951,Pointed helix
C1836182,"Chondrodysplasia, acromesomelic, with genital anomalies"
C1836187,Widened proximal tibial metaphyses
C4021302,Aplasia of the proximal phalanges of the hand
C4225183,"BRACHYDACTYLY, TYPE A1, D"
C4225404,"ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE"
C3553529,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 10
C0340756,"Stenosis, Pulmonary Vein"
C0751445,"Encephalitis, Polio"
C0751446,"Poliomyelitis, Nonpoliovirus"
C0751447,"Poliomyelitis, Preparalytic"
C1527258,Infantile paralysis
C1292774,"Acute myeloid leukemia, t(8;21) (q22;q22)"
C1856057,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type"
C3714958,"PULMONARY HYPERTENSION, NEONATAL, SUSCEPTIBILITY TO"
C0155930,Tooth Ankylosis
C0271869,Pseudohypoparathyroidism type I B
C1834993,Prominent supraorbital arches in adult
C1838779,Eiken Skeletal Dysplasia
C1859148,"Chondrodysplasia, blomstrand type"
C4285879,Pigment dispersion
C4072902,Reduced muscle carnitine level
C4073182,Decreased carnitine level in liver
C3203466,Acute enterocolitis
C1864663,HYPOMYELINATION AND CONGENITAL CATARACT
C2676788,JOUBERT SYNDROME 9 (disorder)
C2676790,"MECKEL SYNDROME, TYPE 6 (disorder)"
C2750103,"LEPROSY, EARLY-ONSET, SUSCEPTIBILITY TO"
C4022801,Elevated CSF dopamine level
C1963250,"Torsade de Pointes, CTCAE"
C4024898,Atrophy/Degeneration affecting the cerebrum
C4225171,"METABOLIC ENCEPHALOMYOPATHIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION"
C1514910,Rete Testis Adenoma
C0268555,"Hyperlysinemia, Periodic"
C0268556,Saccharopinuria
C0543533,"Hyperlysinemia, type I"
C0936256,Lysine Alpha-Ketoglutarate Reductase Deficiency Disease
C1527317,Alpha-Aminoadipic Semialdehyde Deficiency Disease
C2936921,Saccharopine dehydrogenase deficiency
C0026773,Dissociative Identity Disorder
C2118796,Severe recurrent major depression
C4310707,BARDET-BIEDL SYNDROME 20
C4540141,OVARIAN DYSGENESIS 5
C4748253,SPERMATOGENIC FAILURE 32
C2675486,Chromosome 6pter-P24 Deletion Syndrome
C0024958,Maxillary Sinus Neoplasms
C0751692,Multiple Hemangioblastomas
C4024964,Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material
C1332951,Childhood Brain Stem Neoplasm
C1851129,Progressive cervical vertebral spine fusion
C4023094,Ectopic ossification in ligament tissue
C4023095,Ectopic ossification in tendon tissue
C4024079,Aplasia/Hypoplasia of the phalanges of the hallux
C4024082,Abnormality of the first metatarsal bone
C0005723,Oral paracoccidioidomycosis
C0391970,"Carcinoid tumor, malignant"
C0549618,MALE GENITAL ABNORMALITIES
C0747690,Postobstructive pneumonia
C1136154,Posterior Tibial Tendon Dysfunction
C1260964,Eccrine ductal carcinoma
C1335184,Ovarian Transitional Cell Carcinoma
C1955566,Intravenous bisphosphonates
C3494419,Dentofacial Deformities
C4016037,"ESTROGEN RECEPTOR MUTANT, TEMPERATURE-SENSITIVE"
C4021240,Elevated tissue non-specific alkaline phosphatase
C4042789,Right-Sided Breast Neoplasms
C4280734,Facet joint arthrosis
C4543876,Postmenopausal osteopenia
C0005848,Blood Viscosity
C0398561,Glucose phosphate isomerase deficiency
C3150730,"HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY"
C3278865,Pigment gallstones
C4016321,"HEMOLYTIC ANEMIA, NONSPHEROCYTIC, AND NEUROLOGIC DEFICITS, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY"
C1865644,"Plantar Lipomatosis, Unusual Facies, and Developmental Delay"
C1866805,Unilateral narrow palpebral fissure
C3276032,Hypoplastic areola
C4022453,Abnormal morphology of ulna
C4310784,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 41"
C1291045,Abnormal peristalsis
C3805050,Decreased intestinal transit time
C4293687,Congenital shortened small intestine
C4540496,NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE
C4280330,Coronal synostosis
C4310738,MEIER-GORLIN SYNDROME 7
C4693935,"DEAFNESS, AUTOSOMAL RECESSIVE 109"
C0522628,"Acute lymphoblastic leukemia, L1 type"
C2673888,Decreased numbers of nephrons
C4539968,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY"
C0478093,Other congenital malformation syndromes with other skeletal changes
C4017372,SHORT-RIB THORACIC DYSPLASIA WITHOUT POLYDACTYLY
C4540439,RETINITIS PIGMENTOSA 80
C2748515,"Spondyloepimetaphyseal Dysplasia, Pakistani Type"
C2748516,Spondylodysplasia And Premature Pubarche
C0233754,Derealization
C0234244,Tissue Pain
C0264081,Osteoarthropathy of fingers familial
C0265280,"Spondylometaphyseal dysplasia, Kozlowski type"
C0265281,Metatropic dwarfism
C0432227,Brachyolmia Type 3
C0562557,Sexually disinhibited behavior
C1838492,"SPINAL MUSCULAR ATROPHY, DISTAL, CONGENITAL NONPROGRESSIVE (disorder)"
C1847406,"Digital Arthropathy-Brachydactyly, Familial"
C1847408,Brachytelomesophalangy
C1866703,Severe carpal ossification delay
C1868616,Parastremmatic dwarfism
C2079540,"Charcot-Marie-Tooth disease, Type 2C"
C3148833,Childhood-onset short-trunk short stature
C3150755,SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1
C3159322,"SPONDYLOEPIPHYSEAL DYSPLASIA, MAROTEAUX TYPE"
C3277114,Relatively short spine
C3277116,Long coccyx
C3277119,Halberd-shaped pelvis
C3277120,Hyperplasia of the femoral trochanters
C3277123,Dumbbell-shaped metaphyses
C3277126,Absent primary metaphyseal spongiosa
C3277127,Abnormal metaphyseal vascular invasion
C3711162,Metatropic Dysplasia Type 1
C4021605,Shortening of all middle phalanges of the toes
C4024611,Nonprogressive muscular atrophy
C4014621,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA"
C1968942,Abnormal sacral segmentation
C4225418,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 33"
C3553830,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4"
C4748364,"USHER SYNDROME, TYPE IV"
C4748806,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25"
C0035460,"Rhinitis, Vasomotor"
C0023138,Laurence-Moon Syndrome
C0037050,Sick Building Syndrome
C1859093,"Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism"
C2677586,"Spastic Paraplegia 39, Autosomal Recessive"
C2751729,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7"
C0032568,Inflammatory polyp
C0153470,Malignant neoplasm of spleen
C0343079,"Milia, Multiple Eruptive"
C0343114,Woolly hair nevus
C0346023,Syringocystadenoma
C1968782,"MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES"
C3277679,"EPIDERMAL NEVUS WITH UROTHELIAL CANCER, SOMATIC"
C3808548,Poor respiratory effort
C4016398,"COSTELLO SYNDROME, SEVERE"
C4225656,"SPITZ NEVUS, SOMATIC"
C4225657,"NEVUS SPILUS, SOMATIC"
C0345002,Quadricuspid aortic valve
C1848029,Ehlers-Danlos syndrome caused by tenascin-X deficiency
C4014831,VESICOURETERAL REFLUX 8
C4693985,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 1"
C0016756,"Fructose-1,6-Diphosphatase Deficiency"
C0019489,"Deficiency, Hexosediphosphatase"
C0152092,Juvenile dermatitis herpetiformis
C4016208,"BERYLLIUM DISEASE, CHRONIC, SUSCEPTIBILITY TO"
C0836971,"Acute promyelocytic leukemia, in remission"
C0155145,Chronic conjunctivitis
C4310619,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 59"
C1882989,Secondary caries
C1302746,Melanocytic neoplasm
C4310658,"MYOCLONUS, INTRACTABLE, NEONATAL"
C4693609,"AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25"
C4707173,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation
C4732774,Spastic paraparetic gait
C1274923,Cutaneous hyperalgesia
C1275047,Radiation-induced xerostomia
C3150974,"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 3"
C4015686,LETHAL CONGENITAL CONTRACTURE SYNDROME 6
C4015693,"Caused by mutation in the zinc finger- and BTB domain-containing protein-42 (ZBTB42, 613915.0001)"
C4024693,Factor X activation deficiency
C0338650,"Catatonia, Organic"
C0750993,Schizophreniform Catatonia
C1853251,"Spastic Paraplegia 33, Autosomal Dominant"
C3809824,"PARKINSON DISEASE 20, EARLY-ONSET"
C4479313,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 53"
C3543413,Experimental Organism Benign Basalioma
C0025490,Mesonephroma
C0432238,Bent bone dysplasia
C0685678,Incomplete ossification of pubis
C1516419,Cervical Mesonephric Adenocarcinoma
C1516974,Estrogen Receptor Status - Clinical Trial Eligibility Criteria
C1517658,Cervical Keratinizing Squamous Cell Carcinoma
C1852407,Prominent scrotal raphe
C1852411,Preauricular skin furrow
C1863392,Abnormal morphology of the limbic system
C1863395,Acrobrachycephaly
C1863403,Broad distal hallux
C1863406,Anomalous tracheal cartilage
C1865070,"SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION"
C1867563,"CRANIOSYNOSTOSIS, NONCLASSIFIABLE AUTOSOMAL DOMINANT"
C1867564,SCAPHOCEPHALY AND AXENFELD-RIEGER ANOMALY
C2126063,"Exophthalmos, bilateral"
